item,itemLabel,edits_2018,activity_days_2018,human_editors_2018,edits_2019,activity_days_2019,human_editors_2019,edits_2020,activity_days_2020,human_editors_2020,edits_2021,activity_days_2021,human_editors_2021,human_editors,activity_days,edits,pageviews,enwikipageviews,zhwikipageviews,eswikipageviews,hiwikipageviews,arwikipageviews,bnwikipageviews,frwikipageviews,ruwikipageviews,ptwikipageviews,urwikipageviews,pageviews_2018,enwikipageviews_2018,zhwikipageviews_2018,eswikipageviews_2018,hiwikipageviews_2018,arwikipageviews_2018,bnwikipageviews_2018,frwikipageviews_2018,ruwikipageviews_2018,ptwikipageviews_2018,urwikipageviews_2018,pageviews_2019,enwikipageviews_2019,zhwikipageviews_2019,eswikipageviews_2019,hiwikipageviews_2019,arwikipageviews_2019,bnwikipageviews_2019,frwikipageviews_2019,ruwikipageviews_2019,ptwikipageviews_2019,urwikipageviews_2019,pageviews_2020,enwikipageviews_2020,zhwikipageviews_2020,eswikipageviews_2020,hiwikipageviews_2020,arwikipageviews_2020,bnwikipageviews_2020,frwikipageviews_2020,ruwikipageviews_2020,ptwikipageviews_2020,urwikipageviews_2020,pageviews_2021,enwikipageviews_2021,zhwikipageviews_2021,eswikipageviews_2021,hiwikipageviews_2021,arwikipageviews_2021,bnwikipageviews_2021,frwikipageviews_2021,ruwikipageviews_2021,ptwikipageviews_2021,urwikipageviews_2021,enwikititle,zhwikititle,eswikititle,hiwikititle,arwikititle,bnwikititle,frwikititle,ruwikititle,ptwikititle,urwikititle,HDI,Life expectancy at birth (years) SDG3,Expected years of schooling (years) SDG 4.3,Mean years of schooling (years) SDG 4.6,Gross national income (GNI) per capita (PPP $) SDG 8.5,roi_edits,roi_edits_2018,roi_edits_2019,roi_edits_2020,roi_edits_2021,roi_human_editors,roi_human_editors_2018,roi_human_editors_2019,roi_human_editors_2020,roi_human_editors_2021,roi_activity_days,roi_activity_days_2018,roi_activity_days_2019,roi_activity_days_2020,roi_activity_days_2021
Q1029,Mozambique,413,71,63,508,60,39,175,69,49,124,59,48,186.0,259,1220,8857032,4580618,245515,852442,19543,308603,17995,678270,544364,1605243,4439,2101191,1045209,51683,199293,3260,73760,7382,143486,131167,444783,1168,2413715,1204365,63737,254838,5331,79312,3402,193930,144785,462548,1467,2089611,1097468,57813,203245,5289,77218,3666,158482,128459,357053,918,2252515,1233576,72282,195066,5663,78313,3545,182372,139953,340859,886,Mozambique,莫桑比克,Mozambique,मोज़ाम्बीक,موزمبيق,মোজাম্বিক,Mozambique,Мозамбик,Moçambique,موزمبیق,0.456,60.9,10.0,3.5,1250.0,7253.916461916462,5075.340579710145,4742.072691552063,11872.789772727272,18020.12,47363.80748663101,32831.109375,60342.875,41792.22,45969.69387755102,34065.50769230769,29183.20833333333,39569.098360655735,29851.585714285717,37541.91666666666
Q211,Latvia,370,75,59,401,75,51,200,81,61,123,70,50,198.0,301,1094,11945370,6616794,464031,1098488,22932,312800,15633,791974,2256716,361710,4292,3184533,1782161,95402,300100,5216,80951,3312,205036,613019,98208,1128,2983712,1650846,106228,281284,6113,79434,4375,195634,576743,81598,1457,2710729,1514303,99946,248846,5391,72477,4241,181635,507019,75900,971,3066396,1669484,162455,268258,6212,79938,3705,209669,559935,106004,736,Latvia,拉脫維亞,Letonia,लातविया,لاتفيا,লাতভিয়া,Lettonie,Латвия,Letónia,لٹویا,0.866,75.3,16.2,13.0,30282.0,10909.013698630137,8583.646900269541,7422.169154228855,13486.213930348258,24729.0,60026.98492462312,53075.55,57379.07692307692,43721.43548387097,60125.41176470588,39554.20529801324,41901.75,39259.36842105263,33057.67073170732,43188.67605633803
Q1695829,Stockbridge-Munsee Community,1,1,0,1,1,1,2,2,1,1,1,1,3.0,5,5,30071,30071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7919,7919,0,0,0,0,0,0,0,0,0,11228,11228,0,0,0,0,0,0,0,0,0,10924,10924,0,0,0,0,0,0,0,0,0,Stockbridge–Munsee Community,,,,,,,,,,,,,,,5011.833333333333,0.0,3959.5,3742.6666666666665,5462.0,7517.75,0.0,3959.5,5614.0,5462.0,5011.833333333333,0.0,3959.5,3742.6666666666665,5462.0
Q884,South Korea,476,101,94,633,84,61,223,102,84,108,74,63,276.0,361,1440,26873892,13628674,2291014,3598424,183262,1154930,128120,1637132,2831147,1407708,13481,6871189,3468606,523828,921840,38599,232683,29709,438947,768226,445558,3193,5716711,2856096,535674,722181,36514,239710,30391,328622,662697,300934,3892,6933484,3508936,567257,1002927,50820,327226,34186,443390,641549,353683,3510,7352508,3795036,664255,951476,57329,355311,33834,426173,758675,307533,2886,South Korea,大韩民国,Corea del Sur,दक्षिण कोरिया,كوريا الجنوبية,দক্ষিণ কোরিয়া,Corée du Sud,Республика Корея,Coreia do Sul,جنوبی کوریا,0.916,83.0,16.5,12.2,43044.0,18649.47397640528,14405.008385744237,9016.894321766562,30953.05357142857,67454.20183486238,97017.66064981947,72328.30526315789,92205.01612903226,81570.4,114882.9375,74237.27071823204,67364.59803921569,67255.42352941177,67315.3786407767,98033.44
Q1016,Libya,410,81,65,492,64,40,174,73,50,101,66,56,190.0,284,1177,11149753,5717985,348888,1022777,70465,1407943,57397,858161,1236453,417658,12026,2651606,1356762,73894,276468,12524,301262,12680,198048,301485,115768,2715,2696639,1369776,84173,260299,18342,341734,13022,212623,286744,106579,3347,2937306,1467507,86396,251781,19956,406344,17795,234134,349925,100072,3396,2864202,1523940,104425,234229,19643,358603,13900,213356,298299,95239,2568,Libya,利比亚,Libia,लीबिया,ليبيا,লিবিয়া,Libye,Ливия,Líbia,لیبیا,0.724,72.9,12.9,7.6,15688.0,9464.98556876061,6451.5961070559615,5469.85598377282,16784.605714285713,28080.41176470588,58375.67015706806,40175.84848484849,65771.68292682926,57594.23529411765,50249.15789473684,39121.9403508772,32336.658536585364,41486.75384615385,39693.32432432433,42749.28358208955
Q15079932,Confederated Tribes of the Goshute Reservation,1,1,0,1,1,1,0,0,0,10,2,2,3.0,4,12,13112,13112,0,0,0,0,0,0,0,0,0,3350,3350,0,0,0,0,0,0,0,0,0,3180,3180,0,0,0,0,0,0,0,0,0,3377,3377,0,0,0,0,0,0,0,0,0,3205,3205,0,0,0,0,0,0,0,0,0,Confederated Tribes of the Goshute Reservation,,,,,,,,,,,,,,,1008.6153846153846,1675.0,1590.0,3377.0,291.3636363636364,3278.0,3350.0,1590.0,3377.0,1068.3333333333333,2622.4,1675.0,1590.0,3377.0,1068.3333333333333
Q7972620,Washoe Tribe of Nevada and California,2,2,1,0,0,0,0,0,0,25,4,4,5.0,6,27,25716,25716,0,0,0,0,0,0,0,0,0,5726,5726,0,0,0,0,0,0,0,0,0,6195,6195,0,0,0,0,0,0,0,0,0,7441,7441,0,0,0,0,0,0,0,0,0,6354,6354,0,0,0,0,0,0,0,0,0,Washoe Tribe of Nevada and California,,,,,,,,,,,,,,,918.4285714285714,1908.6666666666667,6195.0,7441.0,244.3846153846154,4286.0,2863.0,6195.0,7441.0,1270.8,3673.714285714286,1908.6666666666667,6195.0,7441.0,1270.8
Q766,Jamaica,477,70,57,641,65,46,181,74,61,85,60,46,192.0,269,1384,13593399,8264986,384771,1920780,33858,344212,22065,909368,922202,786965,4192,3540649,2112747,73829,533705,7460,78403,7390,226596,267456,232118,945,3415781,2033484,77316,509124,10028,77326,4784,231987,237328,233214,1190,3342782,2073930,82624,449025,8178,102018,4685,243700,208165,169337,1120,3294187,2044825,151002,428926,8192,86465,5206,207085,209253,152296,937,Jamaica,牙买加,Jamaica,जमैका,جامايكا,জ্যামাইকা,Jamaïque,Ямайка,Jamaica,جمیکا,0.734,74.5,13.1,9.7,9319.0,9814.728519855596,7407.215481171548,5320.531152647975,18366.934065934067,38304.5,70432.11917098446,61045.6724137931,72676.1914893617,53915.83870967742,70089.08510638298,50345.92222222222,49868.295774647886,51754.257575757576,44570.426666666666,54003.065573770495
Q683,Samoa,342,62,46,496,50,34,342,58,40,75,55,44,152.0,225,1255,8039709,5173147,398914,904479,22190,221127,9179,509144,555025,244154,2350,1694399,1131785,66186,176443,2850,44870,2930,109078,111183,48546,528,2356032,1489593,122589,268738,4838,60158,1845,165826,178796,62796,853,2168750,1377390,87594,284924,6476,68247,2155,121950,137166,82295,553,1820528,1174379,122545,174374,8026,47852,2249,112290,127880,50517,416,Samoa,萨摩亚,Samoa,समोआ,ساموا,সামোয়া,Samoa,Самоа,Samoa,سامووا,0.715,73.3,12.7,10.8,6309.0,6401.04219745223,4939.938775510204,4740.507042253521,6322.886297376093,23954.315789473683,52547.117647058825,36051.04255319149,67315.2,52896.34146341463,40456.177777777775,35573.933628318584,26895.222222222223,46196.705882352944,36758.47457627119,32509.42857142857
Q106395898,Port Gamble S'Klallam Tribe,0,0,0,0,0,0,0,0,0,40,2,1,1.0,2,40,6087,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,1325,0,0,0,0,0,0,0,0,0,3165,3165,0,0,0,0,0,0,0,0,0,1597,1597,0,0,0,0,0,0,0,0,0,Port Gamble Band of S'Klallam Indians,,,,,,,,,,,,,,,148.46341463414635,0.0,1325.0,3165.0,38.95121951219512,3043.5,0.0,1325.0,3165.0,798.5,2029.0,0.0,1325.0,3165.0,532.3333333333334
Q702,Federated States of Micronesia,375,65,47,437,47,33,119,56,47,80,49,37,151.0,217,1011,3401929,2045029,194399,363476,5494,102083,7841,292267,263957,125404,1979,813942,502484,38256,78638,1251,27267,2911,70404,62781,29458,492,816395,490865,54624,83447,1423,25040,1625,69911,59274,29461,725,881607,525317,44420,106349,1366,26190,1760,76020,64023,35717,445,889985,526363,57099,95042,1454,23586,1545,75932,77879,30768,317,Federated States of Micronesia,密克罗尼西亚联邦,Estados Federados de Micronesia,संघीकृत राज्य माइक्रोनेशिया,ولايات ميكرونيسيا المتحدة,মাইক্রোনেশিয়া যুক্তরাজ্য,États fédérés de Micronésie,Федеративные Штаты Микронезии,Estados Federados da Micronésia,ریاستہائے وفاقیہ مائکرونیشیا,0.62,67.9,11.5,7.8,3983.0,3361.5899209486165,2164.739361702128,1863.9155251141556,7346.725,10987.469135802468,22381.111842105263,16957.125,24011.617647058825,18366.8125,23420.657894736843,15605.178899082568,12332.454545454546,17008.229166666668,15466.78947368421,17799.7
Q756617,Kingdom of Denmark,50,27,26,86,27,24,708,36,30,55,24,18,91.0,114,899,2584538,236184,84947,297184,0,1240,0,1894531,18406,52046,0,639090,27014,39137,49597,0,0,0,511040,170,12132,0,586134,30362,33419,75559,0,0,0,433218,200,13376,0,620426,57073,6320,81603,0,0,0,461243,1341,12846,0,738888,121735,6071,90425,0,1240,0,489030,16695,13692,0,Danish Realm,丹麥王國,Reino de Dinamarca,,مملكة الدنمارك (دولة),,Danemark,Датское королевство,Reino da Dinamarca,,,,,,,2871.708888888889,12531.176470588236,6737.172413793103,875.0719322990127,13194.42857142857,28092.804347826088,23670.0,23445.36,20013.74193548387,38888.84210526316,22474.24347826087,22824.64285714286,20933.35714285714,16768.27027027027,29555.52
Q685,Solomon Islands,379,58,50,615,55,38,99,53,38,77,49,39,153.0,215,1170,4986076,2952720,457791,483913,19512,344544,13942,232169,317530,159514,4441,1105160,698319,65337,111557,3634,72226,3668,28060,82931,38648,780,1337095,719773,219548,127917,5277,83778,2922,57414,77205,41209,2052,1243542,750258,57097,133236,5728,108921,3920,62274,78683,42597,828,1300279,784370,115809,111203,4873,79619,3432,84421,78711,37060,781,Solomon Islands,所罗门群岛,Islas Salomón,सोलोमन द्वीप,جزر سليمان,সলোমন দ্বীপপুঞ্জ,Îles Salomon,Соломоновы Острова,Ilhas Salomão,جزائر سلیمان,0.567,73.0,10.2,5.7,2253.0,4257.964133219471,2908.315789473684,2170.6087662337663,12435.42,16670.24358974359,32377.116883116883,21669.803921568626,34284.48717948718,31885.69230769231,32506.975,23083.685185185182,18731.525423728814,23876.696428571428,23028.555555555555,26005.58
Q1891996,Sinagua,0,0,0,3,2,1,1,1,0,2,2,1,2.0,5,6,80525,69952,0,1401,0,0,0,1703,7469,0,0,22481,17160,0,398,0,0,0,406,4517,0,0,19799,16757,0,489,0,0,0,603,1950,0,0,18792,17552,0,262,0,0,0,376,602,0,0,19453,18483,0,252,0,0,0,318,400,0,0,Sinagua,,Cultura Sinagua,,,,Sinaguas,Синагуа,,,,,,,,11503.57142857143,22481.0,4949.75,9396.0,6484.333333333333,26841.666666666668,22481.0,9899.5,18792.0,9726.5,13420.833333333334,22481.0,6599.666666666667,9396.0,6484.333333333333
Q12061070,Lac du Flambeau Band of Lake Superior Chippewa,5,5,3,1,1,1,0,0,0,7,4,4,8.0,10,13,23782,23782,0,0,0,0,0,0,0,0,0,5572,5572,0,0,0,0,0,0,0,0,0,5728,5728,0,0,0,0,0,0,0,0,0,6171,6171,0,0,0,0,0,0,0,0,0,6311,6311,0,0,0,0,0,0,0,0,0,Lac du Flambeau Band of Lake Superior Chippewa,,,,,,,,,,,,,,,1698.7142857142858,928.6666666666666,2864.0,6171.0,788.875,2642.4444444444443,1393.0,2864.0,6171.0,1262.2,2162.0,928.6666666666666,2864.0,6171.0,1262.2
Q889,Afghanistan,549,93,69,699,65,48,231,99,78,314,97,108,275.0,354,1793,33258823,19010879,2199260,2880180,514249,1269621,301973,2104392,3833607,1044753,99909,4366955,2582634,154905,345130,73504,164710,35754,260958,596322,134161,18877,4579035,2738866,165456,347298,102831,169094,44647,276123,574060,137726,22934,4495748,2601302,167476,374051,80420,212009,48310,319853,528038,141175,23114,19817085,11088077,1711423,1813701,257494,723808,173262,1247458,2135187,631691,34984,Afghanistan,阿富汗,Afganistán,अफ़ग़ानिस्तान,أفغانستان,আফগানিস্তান,Afghanistan,Афганистан,Afeganistão,افغانستان,0.511,64.8,10.2,3.9,2229.0,18538.920289855072,7939.918181818181,6541.478571428572,19378.22413793104,62911.38095238096,120502.98188405795,62385.07142857143,93449.69387755102,56908.20253164557,181808.11926605503,93686.82535211268,46456.96808510638,69379.31818181818,44957.48,202215.1530612245
Q105027870,"Puyallup Tribe of the Puyallup Reservation, Washington",0,0,0,0,0,0,0,0,0,35,5,1,1.0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q215,Slovenia,399,83,64,601,68,42,220,81,63,102,51,42,184.0,283,1322,12879863,7082096,592620,1612128,21402,356424,23386,1121948,1655724,410014,4121,3501128,1888687,137294,475759,3817,95852,12178,272168,496132,118138,1103,3054658,1684920,139446,361655,5530,90292,3623,254276,420848,92753,1315,3113658,1801000,129529,380779,7490,90023,4089,274157,331219,94390,982,3210419,1707489,186351,393935,4565,80257,3496,321347,407525,104733,721,Slovenia,斯洛文尼亚,Eslovenia,स्लोवेनिया,سلوفينيا,স্লোভেনিয়া,Slovénie,Словения,Eslovénia,سلووینیا,0.917,81.3,17.6,12.7,38080.0,9735.346182917612,8752.82,5074.182724252491,14088.950226244344,31169.11650485437,69620.88108108108,53863.50769230769,71038.55813953489,48650.90625,74660.90697674418,45351.630281690144,41680.09523809524,44270.40579710145,37971.439024390245,61738.82692307692
Q17280817,Lower Sioux Indian Community,0,0,0,2,2,2,3,2,1,2,1,1,4.0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q1783866,Kopane,0,0,0,12,1,1,0,0,0,1,1,1,2.0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q262,Algeria,548,104,91,673,82,59,234,87,70,202,94,77,263.0,367,1657,18512402,7453328,497483,1526046,53400,3120788,67404,3871366,1295596,611560,15431,4494945,1820115,108490,385574,10480,766640,19561,864662,337068,178987,3368,4837607,1898312,118382,385565,14518,793268,15472,1107379,341789,158877,4045,4422218,1787213,115646,379833,14850,735186,17557,926568,303132,137934,4299,4757632,1947688,154965,375074,13552,825694,14814,972757,313607,135762,3719,Algeria,阿尔及利亚,Argelia,अल्जीरिया,الجزائر,আলজেরিয়া,Algérie,Алжир,Argélia,الجزائر,0.748,76.9,14.6,8.0,11174.0,11165.501809408926,8187.513661202186,7177.458456973293,18817.94893617021,23436.610837438424,70122.73484848485,48858.09782608696,80626.78333333334,62284.76056338028,60995.28205128205,50305.4402173913,42809.0,58284.42168674699,50252.47727272727,50080.33684210527
Q7414619,San Juan Southern Paiute Tribe of Arizona,0,0,0,0,0,0,0,0,0,8,6,4,4.0,6,8,6601,6601,0,0,0,0,0,0,0,0,0,2464,2464,0,0,0,0,0,0,0,0,0,1531,1531,0,0,0,0,0,0,0,0,0,1399,1399,0,0,0,0,0,0,0,0,0,1207,1207,0,0,0,0,0,0,0,0,0,San Juan Southern Paiute Tribe of Arizona,,,,,,,,,,,,,,,733.4444444444445,2464.0,1531.0,1399.0,134.11111111111111,1320.2,2464.0,1531.0,1399.0,241.4,943.0,2464.0,1531.0,1399.0,172.42857142857142
Q29999,Kingdom of the Netherlands,198,70,65,126,58,48,108,57,52,64,45,37,180.0,230,496,5997955,2110315,79461,645843,0,81856,0,2782407,155071,141185,1817,1499920,485371,25042,146989,0,19813,0,738186,39204,44657,658,1455726,474357,17124,158215,0,18566,0,714203,41073,31665,523,1397310,495555,16702,157788,0,19713,0,638665,35670,32864,353,1644999,655032,20593,182851,0,23764,0,691353,39124,31999,283,Kingdom of the Netherlands,荷兰王国,Reino de los Países Bajos,,مملكة هولندا,,Pays-Bas,Королевство Нидерландов,Reino dos Países Baixos,مملکت نیدرلینڈز,,,,,,12068.319919517102,7537.286432160804,11462.409448818898,12819.357798165138,25307.676923076924,33137.8729281768,22726.060606060608,29708.69387755102,26364.33962264151,43289.44736842105,25965.17316017316,21125.6338028169,24673.322033898305,24091.55172413793,35760.84782608696
Q35,Denmark,526,100,84,666,80,65,236,78,69,148,83,61,246.0,341,1576,20824665,11763745,792358,3451524,92915,663987,51299,37856,2686810,1274549,9622,5918441,3166985,157025,1149373,18567,181075,12035,8729,726806,495497,2349,4944674,2879202,185051,753529,22818,142057,12715,6606,673664,266216,2816,4778341,2731549,188160,810459,22150,160484,12570,6014,579328,264907,2720,5183209,2986009,262122,738163,29380,180371,13979,16507,707012,247929,1737,Denmark,丹麦,Dinamarca,डेनमार्क,الدنمارك,ডেনমার্ক,Danemark (pays constitutif),Дания,Dinamarca,ڈنمارک,0.94,80.9,18.9,12.6,58662.0,13205.240963855422,11230.438330170778,7413.304347826087,20161.776371308017,34786.63758389262,84310.38461538461,69628.71764705882,74919.30303030302,68262.0142857143,83600.14516129032,60890.833333333336,58598.425742574254,61045.35802469136,60485.32911392405,61704.869047619046
Q1000,Gabon,462,72,53,633,59,42,124,55,45,76,56,40,160.0,242,1295,5577200,3094969,137478,434556,14559,208058,14827,1028432,434209,207570,2542,1409930,799703,28580,110937,4037,49838,7263,239905,108606,60454,607,1446439,783929,34905,113721,2665,58777,2688,267104,125956,55820,874,1357999,775962,33420,108587,3875,43521,2826,247655,94770,46829,554,1362832,735375,40573,101311,3982,55922,2050,273768,104877,44467,507,Gabon,加蓬,Gabón,गबोन,الغابون,গ্যাবন,Gabon,Габон,Gabão,گیبون,0.703,66.5,13.0,8.7,13930.0,4303.395061728395,3045.205183585313,2281.4495268138803,10863.992,17699.116883116883,34640.99378881988,26109.81481481481,33638.11627906977,29521.717391304348,33239.80487804878,22951.44032921811,19314.10958904109,24107.316666666666,24249.98214285714,23909.33333333333
Q918556,Pamunkey,21,4,1,7,7,5,0,0,0,4,2,2,8.0,13,32,210024,210024,0,0,0,0,0,0,0,0,0,52229,52229,0,0,0,0,0,0,0,0,0,65135,65135,0,0,0,0,0,0,0,0,0,54430,54430,0,0,0,0,0,0,0,0,0,38230,38230,0,0,0,0,0,0,0,0,0,Pamunkey,,,,,,,,,,,,,,,6364.363636363636,2374.0454545454545,8141.875,54430.0,7646.0,23336.0,26114.5,10855.833333333334,54430.0,12743.333333333334,15001.714285714286,10445.8,8141.875,54430.0,12743.333333333334
Q224,Croatia,389,80,75,411,67,47,192,73,59,89,62,48,204.0,282,1081,29299154,14923990,1611359,4614074,65393,1102862,87684,2358216,3026233,1501766,7577,16947611,7574365,992217,3377930,30954,752776,49232,1319151,1731704,1116351,2931,4308024,2506744,254652,464550,12994,103819,10171,377199,438053,137802,2040,3726593,2218665,153385,376708,10587,126236,13412,323970,384898,117218,1514,4316926,2624216,211105,394886,10858,120031,14869,337896,471578,130395,1092,Croatia,克罗地亚,Croacia,क्रोएशिया,كرواتيا,ক্রোয়েশিয়া,Croatie,Хорватия,Croácia,کرویئشا,0.851,78.5,15.2,11.4,28070.0,27078.70055452865,43455.41282051282,10456.368932038837,19308.772020725388,47965.84444444445,142922.7024390244,222994.88157894736,89750.5,62109.88333333333,88100.5306122449,103530.57950530035,209229.7654320988,63353.294117647056,50359.36486486487,68522.63492063493
Q970,Comoros,433,68,57,504,51,35,275,61,45,89,46,42,157.0,226,1301,5576672,2507037,125543,377403,10336,975251,10290,1202129,221554,142109,5020,1424271,625008,19105,95798,1725,259009,2254,332680,53180,34340,1172,1359962,593557,25047,89940,3776,234426,2405,318744,52464,37999,1604,1385107,649820,41436,102091,2870,216819,3086,274416,58264,35052,1253,1407332,638652,39955,89574,1965,264997,2545,276289,57646,34718,991,Comoros,葛摩,Comoras,कोमोरोस,جزر القمر,কোমোরোস,Comores (pays),Коморы,Comores,اتحاد القمری,0.554,64.3,11.2,5.1,3099.0,4283.15821812596,3281.730414746544,2692.994059405941,5018.503623188406,15637.022222222222,35295.39240506329,24556.396551724138,37776.72222222222,30111.02173913044,32728.6511627907,24566.837004405286,20641.60869565217,26153.115384615383,22340.43548387097,29943.23404255319
Q1044,Sierra Leone,431,73,63,636,68,45,171,69,54,80,51,42,182.0,261,1318,6736819,4141119,300624,593052,16192,262831,53107,599710,488477,277871,3836,1663379,1043420,61903,145383,3624,56411,15827,147837,114323,73803,848,1669354,1049161,57747,154396,4466,64333,13327,137735,113863,73015,1311,1654941,1016163,66462,149938,4395,67022,12831,150449,121413,65362,906,1749145,1032375,114512,143335,3707,75065,11122,163689,138878,65691,771,Sierra Leone,塞拉利昂,Sierra Leona,सिएरा लियोन,سيراليون,সিয়েরা লিওন,Sierra Leone,Сьерра-Леоне,Serra Leoa,سیرالیون,0.452,54.7,10.2,3.7,1668.0,5107.520090978013,3850.414351851852,2620.6499215070644,9621.75,21594.382716049386,36813.21857923497,25990.296875,36290.30434782609,30089.836363636365,40677.79069767442,25713.04961832061,22478.094594594597,24193.536231884056,23642.01428571429,33637.403846153844
Q238,San Marino,175,66,54,339,48,32,136,64,48,65,44,36,152.0,222,715,10817987,5826785,410343,1237383,15596,363180,17609,904403,1548137,491866,2685,2098884,1130593,68170,254738,2370,52955,5377,175589,298431,110052,609,2746222,1345162,76516,321955,3390,50632,3603,235606,582512,125932,914,2468665,1431090,88798,299272,5891,63221,4159,212977,235130,127425,702,3504216,1919940,176859,361418,3945,196372,4470,280231,432064,128457,460,San Marino,圣马力诺,San Marino,सान मारिनो,سان مارينو,সান মারিনো,Saint-Marin,Сан-Марино,San Marino,سان مارینو,,,,,,15108.920391061452,11925.477272727272,8077.123529411765,18019.452554744526,53094.181818181816,70705.79738562091,38161.52727272728,83218.84848484848,50380.91836734694,94708.54054054056,48511.15246636771,31326.62686567164,56045.34693877551,37979.46153846154,77871.46666666666
Q4840420,Bad River Band of the Lake Superior Tribe of Chippewa Indians,1,1,0,0,0,0,0,0,0,3,3,3,3.0,4,4,41342,41342,0,0,0,0,0,0,0,0,0,11007,11007,0,0,0,0,0,0,0,0,0,10928,10928,0,0,0,0,0,0,0,0,0,9766,9766,0,0,0,0,0,0,0,0,0,9641,9641,0,0,0,0,0,0,0,0,0,Bad River Band of the Lake Superior Tribe of Chippewa Indians,,,,,,,,,,,,,,,8268.4,5503.5,10928.0,9766.0,2410.25,10335.5,11007.0,10928.0,9766.0,2410.25,8268.4,5503.5,10928.0,9766.0,2410.25
Q986,Eritrea,361,71,60,333,58,42,153,54,35,85,56,42,162.0,239,932,11591026,7756322,268628,749233,19637,712330,16535,821778,941794,301379,3390,2849598,1880452,51494,173331,3865,179083,3021,225780,250257,81490,825,3293913,2320649,63664,182888,4510,157805,4954,207904,273223,77225,1091,2699327,1747020,74182,212153,5132,192136,4906,184401,203772,74873,752,2748188,1808201,79288,180861,6130,183306,3654,203693,214542,67791,722,Eritrea,厄立特里亚,Eritrea,इरित्रिया,إريتريا,ইরিত্রিয়া,Érythrée,Эритрея,Eritreia,ارتریا,0.459,66.3,5.0,3.9,2793.0,12423.39335476956,7871.817679558011,9862.01497005988,17528.097402597403,31955.674418604653,71110.58895705521,46714.72131147541,76602.62790697675,74981.30555555556,63911.348837209305,48295.941666666666,39577.75,55829.03389830508,49078.67272727273,48213.82456140351
Q664,New Zealand,672,73,59,620,67,59,157,74,58,168,85,73,224.0,299,1617,31365294,18513993,1302686,3424041,182435,1286750,108009,2273312,2819586,1433268,21214,7293563,4133579,293496,875608,27457,216658,15042,626583,719024,383081,3035,9130336,5107285,349102,958673,54281,657870,42114,707637,842544,401929,8901,7954288,4878066,302876,937556,53044,218939,24371,512588,634074,387129,5645,6987107,4395063,357212,652204,47653,193283,26482,426504,623944,261129,3633,New Zealand,新西兰,Nueva Zelanda,न्यूज़ीलैण्ड,نيوزيلندا,নিউজিল্যান্ড,Nouvelle-Zélande,Новая Зеландия,Nova Zelândia,نیوزی لینڈ,0.931,82.3,18.8,12.8,40799.0,19385.224969097653,10837.389301634472,14702.634460547504,50343.59493670886,41343.82840236687,139401.30666666667,121559.38333333332,152172.26666666666,134818.4406779661,94420.36486486488,104550.98,98561.66216216216,134269.64705882352,106057.17333333334,81245.43023255814
Q697,Nauru,126,58,47,169,45,30,117,56,40,63,40,33,137.0,199,475,6104400,3560706,393743,531911,24182,296480,17828,503350,605523,168183,2494,1632572,958703,100286,118298,5282,114695,3533,129250,161971,39954,600,1474518,872377,102717,118940,6103,73739,3591,110285,146768,39233,765,1533541,879995,58471,163429,6184,70559,6505,152951,152463,42392,592,1463769,849631,132269,131244,6613,37487,4199,110864,144321,46604,537,Nauru,諾魯,Nauru,नाउरु,ناورو,নাউরু,Nauru,Науру,Nauru,ناورو,,,,,,12824.36974789916,12854.897637795277,8673.635294117646,12996.110169491523,22871.390625,44234.782608695656,34011.916666666664,47565.096774193546,37403.439024390245,43052.02941176471,30522.0,27670.71186440678,32054.739130434784,26904.22807017544,35701.68292682927
