item,itemLabel,edits_2018,activity_days_2018,human_editors_2018,edits_2019,activity_days_2019,human_editors_2019,edits_2020,activity_days_2020,human_editors_2020,edits_2021,activity_days_2021,human_editors_2021,human_editors,activity_days,edits,pageviews,enwikipageviews,zhwikipageviews,eswikipageviews,hiwikipageviews,arwikipageviews,bnwikipageviews,frwikipageviews,ruwikipageviews,ptwikipageviews,urwikipageviews,pageviews_2018,enwikipageviews_2018,zhwikipageviews_2018,eswikipageviews_2018,hiwikipageviews_2018,arwikipageviews_2018,bnwikipageviews_2018,frwikipageviews_2018,ruwikipageviews_2018,ptwikipageviews_2018,urwikipageviews_2018,pageviews_2019,enwikipageviews_2019,zhwikipageviews_2019,eswikipageviews_2019,hiwikipageviews_2019,arwikipageviews_2019,bnwikipageviews_2019,frwikipageviews_2019,ruwikipageviews_2019,ptwikipageviews_2019,urwikipageviews_2019,pageviews_2020,enwikipageviews_2020,zhwikipageviews_2020,eswikipageviews_2020,hiwikipageviews_2020,arwikipageviews_2020,bnwikipageviews_2020,frwikipageviews_2020,ruwikipageviews_2020,ptwikipageviews_2020,urwikipageviews_2020,pageviews_2021,enwikipageviews_2021,zhwikipageviews_2021,eswikipageviews_2021,hiwikipageviews_2021,arwikipageviews_2021,bnwikipageviews_2021,frwikipageviews_2021,ruwikipageviews_2021,ptwikipageviews_2021,urwikipageviews_2021,enwikititle,zhwikititle,eswikititle,hiwikititle,arwikititle,bnwikititle,frwikititle,ruwikititle,ptwikititle,urwikititle,HDI,Life expectancy at birth (years) SDG3,Expected years of schooling (years) SDG 4.3,Mean years of schooling (years) SDG 4.6,Gross national income (GNI) per capita (PPP $) SDG 8.5,roi_edits,roi_edits_2018,roi_edits_2019,roi_edits_2020,roi_edits_2021,roi_human_editors,roi_human_editors_2018,roi_human_editors_2019,roi_human_editors_2020,roi_human_editors_2021,roi_activity_days,roi_activity_days_2018,roi_activity_days_2019,roi_activity_days_2020,roi_activity_days_2021
Q28,Hungary,462,99,84,774,93,53,222,86,69,130,89,65,236.0,367,1588,16416371,8444463,870870,1818556,58602,804006,36603,1307229,2235196,831032,9814,4301980,2201119,216201,494368,12694,187115,7235,348557,595128,237097,2466,3911988,1990458,216263,451788,16162,172713,8933,301689,555520,195683,2779,3696741,1941687,171184,421841,13704,184970,9144,274069,488639,188988,2515,4505662,2311199,267222,450559,16042,259208,11291,382914,595909,209264,2054,Hungary,匈牙利,Hungría,हंगरी,المجر,হাঙ্গেরি,Hongrie,Венгрия,Hungria,مجارستان,0.854,76.9,15.2,12.0,31329.0,10331.259282567651,9291.533477321816,5047.726451612904,16577.313901345293,34394.36641221374,69267.38818565401,50611.52941176471,72444.22222222222,52810.58571428571,68267.60606060606,44609.703804347824,43019.8,41616.89361702128,42491.27586206896,50062.91111111111
Q971,Republic of the Congo,454,66,54,642,53,38,147,65,50,109,66,53,174.0,250,1352,6296949,2638397,190658,632708,33141,255391,24816,1366254,733954,418053,3577,1547519,673239,36103,152759,5714,55937,4780,305443,195995,116712,837,1552073,632394,42806,166372,7784,64876,5595,327180,190331,113657,1078,1561914,632438,47088,163511,7392,67034,7229,368619,163629,104048,926,1635443,700326,64661,150066,12251,67544,7212,365012,183999,83636,736,Republic of the Congo,刚果共和国,República del Congo,कांगो गणराज्य,جمهورية الكونغو,কঙ্গো প্রজাতন্ত্র,République du Congo,Республика Конго,República do Congo,جمہوریہ کانگو,0.574,64.6,11.7,6.5,2879.0,4654.064301552106,3401.14065934066,2413.799377916019,10553.472972972972,14867.663636363635,35982.56571428572,28136.70909090909,39796.74358974359,30625.764705882357,30285.98148148148,25087.446215139444,23097.298507462685,28742.09259259259,23665.36363636364,24409.597014925374
Q6404281,Kickapoo Tribe of Oklahoma,1,1,1,0,0,0,0,0,0,2,2,2,3.0,3,3,30099,30099,0,0,0,0,0,0,0,0,0,9343,9343,0,0,0,0,0,0,0,0,0,8463,8463,0,0,0,0,0,0,0,0,0,7289,7289,0,0,0,0,0,0,0,0,0,5004,5004,0,0,0,0,0,0,0,0,0,Kickapoo Tribe of Oklahoma,,,,,,,,,,,,,,,7524.75,4671.5,8463.0,7289.0,1668.0,7524.75,4671.5,8463.0,7289.0,1668.0,7524.75,4671.5,8463.0,7289.0,1668.0
Q233,Malta,448,77,66,587,62,47,138,69,54,99,65,53,197.0,273,1272,22279207,12480887,674965,2699110,37032,747301,52887,2462679,2009081,1106115,9150,6257542,3478671,147447,820055,8576,164851,9291,663392,568933,394613,1713,6252701,3410791,192737,839304,8341,193532,15613,699187,582596,308081,2519,4679818,2728804,146274,514157,8798,189042,13081,480261,389006,207974,2421,5089146,2862621,188507,525594,11317,199876,14902,619839,468546,195447,2497,Malta,马耳他,Malta,माल्टा,مالطا,মাল্টা,Malte,Мальта,Malta,مالٹا,0.895,82.5,16.1,11.3,39555.0,17501.340926944227,13936.619153674834,10633.84523809524,33667.75539568345,50891.46,112521.24747474748,93396.14925373136,130264.60416666669,85087.6,94243.44444444444,81310.97445255474,80224.89743589744,99249.22222222222,66854.54285714286,77108.27272727272
Q5750473,Hia C-eḍ O'odham,0,0,0,3,2,2,0,0,0,1,1,1,3.0,3,4,11919,6746,0,5173,0,0,0,0,0,0,0,1297,0,0,1297,0,0,0,0,0,0,0,3225,1897,0,1328,0,0,0,0,0,0,0,3853,2473,0,1380,0,0,0,0,0,0,0,3544,2376,0,1168,0,0,0,0,0,0,0,Hia C-eḍ Oʼodham,,Areneños,,,,,,,,,,,,,2383.8,1297.0,806.25,3853.0,1772.0,2979.75,1297.0,1075.0,3853.0,1772.0,2979.75,1297.0,1075.0,3853.0,1772.0
Q424,Cambodia,435,80,64,457,58,38,170,59,49,120,76,62,199.0,273,1182,14219878,8208165,1506723,1204868,167180,351644,57688,974322,1279737,463308,6243,3922309,2211707,428600,347034,41867,84920,14629,276949,383375,131870,1358,3681030,2081153,423145,304959,40604,94420,13943,267953,335155,117808,1890,3400089,1990921,309400,306475,41227,89319,16232,229187,295219,120186,1923,3216450,1924384,345578,246400,43482,82985,12884,200233,265988,93444,1072,Cambodia,柬埔寨,Camboya,कम्बोडिया,كمبوديا,কম্বোডিয়া,Cambodge,Камбоджа,Camboja,کمبوڈیا,0.594,69.8,11.5,5.0,4246.0,12020.1842772612,8996.121559633028,8037.183406113537,19883.56140350877,26582.23140495868,71099.39,60343.21538461538,94385.3846153846,68001.78,51054.76190476191,51897.36496350365,48423.56790123456,62390.338983050846,56668.15,41772.07792207792
Q27464926,Yakama Indian Nation,1,1,0,0,0,0,0,0,0,11,2,2,2.0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q36,Poland,445,94,87,518,88,69,681,100,87,167,79,67,281.0,361,1811,23899214,12799275,1041172,2749025,118076,805014,62869,1747616,3599527,971955,4685,6317537,3201840,227575,835782,22498,222448,21317,507539,926240,352298,0,5756337,3069828,248375,656191,28803,188330,14400,406914,921041,220793,1662,5558231,3011108,241303,616813,32107,179134,11861,398178,858232,207918,1577,6267109,3516499,323919,640239,34668,215102,15291,434985,894014,190946,1446,Poland,波兰,Polonia,पोलैंड,بولندا,পোল্যান্ড,Pologne,Польша,Polónia,پولستان,0.88,78.7,16.3,12.5,31623.0,13189.41169977925,14164.881165919283,11091.208092485547,8149.898826979472,37304.22023809524,84748.98581560283,71790.19318181818,82233.38571428572,63161.71590909091,92163.36764705884,66019.92817679558,66500.3894736842,64677.94382022472,55031.9900990099,78338.8625
Q659307,Jicarilla Apache,3,3,2,3,3,2,0,0,0,5,3,3,7.0,9,11,143085,127294,0,6643,0,0,0,2650,6498,0,0,38127,33566,0,1515,0,0,0,624,2422,0,0,34995,30399,0,2226,0,0,0,672,1698,0,0,35951,32477,0,1533,0,0,0,701,1240,0,0,34012,30852,0,1369,0,0,0,653,1138,0,0,Jicarilla Apache,,Jicarilla,,,,Jicarillas,Хикарилья,,,,,,,,11923.75,9531.75,8748.75,35951.0,5668.666666666667,17885.625,12709.0,11665.0,35951.0,8503.0,14308.5,9531.75,8748.75,35951.0,8503.0
Q790,Haiti,353,71,55,627,59,44,184,71,51,97,60,49,180.0,261,1261,15594365,7538059,907367,2812270,23391,356434,23892,2111093,1055362,763071,3426,3599321,1806796,121643,714812,6214,62917,4922,464515,215251,201417,834,3171286,1477214,117219,651747,4095,55728,3678,449008,231339,180386,872,3009657,1503125,98067,532219,3659,70458,3434,450031,194561,153242,861,5814101,2750924,570438,913492,9423,167331,11858,747539,414211,228026,859,Haiti,海地,Haití,हाइती,هايتي,হাইতি,Haïti,Республика Гаити,Haiti,ہیٹی,0.51,64.0,9.7,5.6,1709.0,12356.866085578447,10167.573446327684,5049.81847133758,16268.416216216216,59327.56122448979,86156.71270718232,64273.58928571428,70473.02222222222,57878.019230769234,116282.02,59520.47709923664,49990.569444444445,52854.76666666667,41800.79166666666,95313.131147541
Q399,Armenia,511,87,67,428,54,44,209,87,69,136,81,59,221.0,309,1284,21322028,10883319,881442,2185796,95924,1086379,83134,1597342,3980995,512524,15173,5260329,2670520,157402,520594,11680,228978,9989,503364,1032535,122794,2473,4436482,2277651,154416,517013,12383,205358,9430,304335,835016,117688,3192,7163623,3578503,357486,683506,55872,471775,51757,469217,1331505,156981,7021,4461594,2356645,212138,464683,15989,180268,11958,320426,781939,115061,2487,Armenia,亞美尼亞,Armenia,आर्मीनिया,أرمينيا,আর্মেনিয়া,Arménie,Армения,Arménia,آرمینیا,0.776,75.1,13.1,11.3,13894.0,16593.017898832684,10274.080078125,10341.449883449885,34112.49047619048,32566.3795620438,96045.17117117115,77357.7794117647,98588.48888888888,102337.47142857144,74359.9,68780.73548387097,59776.46590909091,80663.3090909091,81404.80681818182,54409.68292682927
Q56886322,Upper Mattaponi Tribe,30,4,1,1,1,1,0,0,0,0,0,0,2.0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5440682,Federated Indians of Graton Rancheria,1,1,1,0,0,0,0,0,0,6,2,2,3.0,3,7,17196,17196,0,0,0,0,0,0,0,0,0,4084,4084,0,0,0,0,0,0,0,0,0,4009,4009,0,0,0,0,0,0,0,0,0,4564,4564,0,0,0,0,0,0,0,0,0,4539,4539,0,0,0,0,0,0,0,0,0,Federated Indians of Graton Rancheria,,,,,,,,,,,,,,,2149.5,2042.0,4009.0,4564.0,648.4285714285714,4299.0,2042.0,4009.0,4564.0,1513.0,4299.0,2042.0,4009.0,4564.0,1513.0
Q781,Antigua and Barbuda,418,74,55,491,49,34,102,53,35,79,53,41,154.0,229,1090,4333041,2352393,118602,906406,12839,119544,9802,291203,354907,164619,2726,1110018,576766,23428,253366,3691,35175,3403,76112,92095,45212,770,1105612,578303,26772,249378,3359,28566,2298,78756,93521,43814,845,1022766,557868,27075,211746,2307,28390,2403,71840,81110,39358,669,1094645,639456,41327,191916,3482,27413,1698,64495,88181,36235,442,Antigua and Barbuda,安提瓜和巴布达,Antigua y Barbuda,अण्टीगुआ और बारबूडा,أنتيغوا وباربودا,অ্যান্টিগুয়া ও বার্বুডা,Antigua-et-Barbuda,Антигуа и Барбуда,Antígua e Barbuda,اینٹیگوا و باربوڈا,0.778,77.0,12.8,9.3,20895.0,3971.6232813932174,2649.207637231504,2247.1788617886177,9929.766990291262,13683.0625,27955.10322580645,19821.75,31588.914285714287,28410.166666666668,26062.97619047619,18839.308695652173,14800.24,22112.24,18940.11111111111,20271.203703703704
Q16243155,Tonawanda Band of Seneca,0,0,0,1,1,1,0,0,0,1,1,1,2.0,2,2,19804,19804,0,0,0,0,0,0,0,0,0,4159,4159,0,0,0,0,0,0,0,0,0,4558,4558,0,0,0,0,0,0,0,0,0,5685,5685,0,0,0,0,0,0,0,0,0,5402,5402,0,0,0,0,0,0,0,0,0,Tonawanda Band of Seneca,,,,,,,,,,,,,,,6601.333333333333,4159.0,2279.0,5685.0,2701.0,6601.333333333333,4159.0,2279.0,5685.0,2701.0,6601.333333333333,4159.0,2279.0,5685.0,2701.0
Q7495566,Sherwood Valley Rancheria of Pomo Indians of California,1,1,1,0,0,0,10,1,1,2,2,1,3.0,4,13,5611,5611,0,0,0,0,0,0,0,0,0,1716,1716,0,0,0,0,0,0,0,0,0,1466,1466,0,0,0,0,0,0,0,0,0,1323,1323,0,0,0,0,0,0,0,0,0,1106,1106,0,0,0,0,0,0,0,0,0,Sherwood Valley Rancheria of Pomo Indians of California,,,,,,,,,,,,,,,400.7857142857143,858.0,1466.0,120.27272727272728,368.6666666666667,1402.75,858.0,1466.0,661.5,553.0,1122.2,858.0,1466.0,661.5,368.6666666666667
Q40,Austria,745,93,80,654,76,60,182,87,79,121,71,59,250.0,327,1702,19463756,10262370,1043441,2296770,64520,875144,50127,1574818,2354952,931128,10486,5175549,2677081,274603,611119,14066,243079,14868,399308,665617,272912,2896,4668058,2390456,276876,564084,17090,204930,11911,371184,606065,221962,3500,4707929,2512744,221557,573623,16672,198429,11660,410919,531223,228795,2307,4912220,2682089,270405,547944,16692,228706,11688,393407,552047,207459,1783,Austria,奥地利,Austria,ऑस्ट्रिया,النمسا,অস্ট্রিয়া,Autriche,Австрия,Áustria,آسٹریا,0.922,81.5,16.1,12.5,56197.0,11429.09923664122,6937.7332439678285,7126.806106870229,25726.38797814208,40264.098360655735,77544.84462151394,63895.66666666666,76525.54098360655,58849.1125,81870.33333333333,59340.71951219512,55059.03191489362,60624.12987012987,53499.19318181818,68225.27777777778
Q15087899,Northwestern Band of the Shoshone Nation,1,1,1,4,2,2,0,0,0,1,1,1,4.0,4,6,10983,10983,0,0,0,0,0,0,0,0,0,2350,2350,0,0,0,0,0,0,0,0,0,2761,2761,0,0,0,0,0,0,0,0,0,3242,3242,0,0,0,0,0,0,0,0,0,2630,2630,0,0,0,0,0,0,0,0,0,Northwestern Band of the Shoshone Nation,,,,,,,,,,,,,,,1569.0,1175.0,552.2,3242.0,1315.0,2196.6,1175.0,920.3333333333334,3242.0,1315.0,2196.6,1175.0,920.3333333333334,3242.0,1315.0
Q7334608,Rincon Reservation,5,4,2,3,2,2,0,0,0,5,3,3,6.0,9,13,14971,14971,0,0,0,0,0,0,0,0,0,3695,3695,0,0,0,0,0,0,0,0,0,4490,4490,0,0,0,0,0,0,0,0,0,3247,3247,0,0,0,0,0,0,0,0,0,3539,3539,0,0,0,0,0,0,0,0,0,Rincon Band of Luiseño Indians,,,,,,,,,,,,,,,1069.357142857143,615.8333333333334,1122.5,3247.0,589.8333333333334,2138.714285714286,1231.6666666666667,1496.6666666666667,3247.0,884.75,1497.1,739.0,1496.6666666666667,3247.0,884.75
Q1039,São Tomé and Príncipe,303,62,56,304,47,34,115,59,40,82,54,38,154.0,222,804,4122751,1931265,116907,448123,4932,118082,5551,609094,213050,674420,1327,1004000,436211,28894,124164,1025,27357,1408,150947,56378,177253,363,990212,446693,28244,101829,1163,32548,1494,148079,51413,178309,440,1057980,523202,27377,102487,1292,26972,1456,168079,51685,155127,303,1070559,525159,32392,119643,1452,31205,1193,141989,53574,163731,221,São Tomé and Príncipe,圣多美和普林西比,Santo Tomé y Príncipe,साओ तोमे और प्रिन्सिपी,ساو تومي وبرينسيب,সাঁউ তুমি ও প্রিন্সিপি,Sao Tomé-et-Principe,Сан-Томе и Принсипи,São Tomé e Príncipe,ساؤ ٹومے و پرنسپے,0.625,70.4,12.7,6.4,3952.0,5121.429813664597,3302.6315789473683,3246.5967213114754,9120.51724137931,12898.301204819278,26598.393548387096,17614.035087719298,28291.77142857143,25804.39024390244,27450.23076923077,18487.67264573991,15936.507936507936,20629.416666666668,17633.0,19464.70909090909
Q874,Turkmenistan,342,75,61,364,54,39,174,71,55,96,58,51,188.0,258,976,11513334,5786244,488376,1065573,53105,461125,37068,597489,2688751,324122,11481,2396838,1199543,75916,186269,9171,89896,7524,136568,634557,55104,2290,2596593,1335905,97223,211169,11276,105942,7337,120207,638233,66679,2622,3220212,1635318,147723,348454,15540,120936,10928,181991,633567,122201,3554,3299691,1615478,167514,319681,17118,144351,11279,158723,782394,80138,3015,Turkmenistan,土库曼斯坦,Turkmenistán,तुर्कमेनिस्तान,تركمانستان,তুর্কমেনিস্তান,Turkménistan,Туркмения,Turquemenistão,ترکمانستان,0.715,68.2,11.2,10.3,14909.0,11784.374616171955,6987.865889212828,7113.953424657534,18401.211428571427,34017.43298969072,60917.11111111111,38658.67741935484,64914.825,57503.78571428572,63455.59615384616,44453.02702702703,31537.34210526316,47210.781818181815,44725.16666666666,55926.96610169492
Q5470818,Fort Bidwell Indian Community of the Fort Bidwell Reservation of California,2,2,1,2,1,1,0,0,0,5,3,2,4.0,6,9,8867,8867,0,0,0,0,0,0,0,0,0,2591,2591,0,0,0,0,0,0,0,0,0,2283,2283,0,0,0,0,0,0,0,0,0,2058,2058,0,0,0,0,0,0,0,0,0,1935,1935,0,0,0,0,0,0,0,0,0,Fort Bidwell Indian Community of the Fort Bidwell Reservation of California,,,,,,,,,,,,,,,886.7,863.6666666666666,761.0,2058.0,322.5,1773.4,1295.5,1141.5,2058.0,645.0,1266.7142857142858,863.6666666666666,1141.5,2058.0,483.75
Q4669719,Absentee-Shawnee Tribe of Indians,3,2,3,3,3,1,7,1,1,2,2,2,7.0,8,15,20884,20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5849,5849,0,0,0,0,0,0,0,0,0,7774,7774,0,0,0,0,0,0,0,0,0,7261,7261,0,0,0,0,0,0,0,0,0,Absentee Shawnee Tribe of Indians,,,,,,,,,,,,,,,1305.25,0.0,1462.25,971.75,2420.333333333333,2610.5,0.0,2924.5,3887.0,2420.333333333333,2320.4444444444443,0.0,1462.25,3887.0,2420.333333333333
Q141646,Snoqualmie Indian Tribe,0,0,0,1,1,0,0,0,0,37,8,3,3.0,9,38,26116,26075,0,0,0,0,0,0,41,0,0,5186,5186,0,0,0,0,0,0,0,0,0,6232,6232,0,0,0,0,0,0,0,0,0,7044,7044,0,0,0,0,0,0,0,0,0,7654,7613,0,0,0,0,0,0,41,0,0,Snoqualmie Indian Tribe,,,,,,,Снокуалми (индейская резервация),,,,,,,,669.6410256410256,5186.0,3116.0,7044.0,201.42105263157896,6529.0,5186.0,6232.0,7044.0,1913.5,2611.6,5186.0,3116.0,7044.0,850.4444444444445
Q1074730,Chiricahua,9,7,5,3,3,3,6,5,4,1,1,1,13.0,16,19,409665,309042,0,57939,0,407,0,23742,18535,0,0,90150,69445,0,11336,0,0,0,4587,4782,0,0,89739,66319,0,14333,0,0,0,4781,4306,0,0,96264,70707,0,15302,0,137,0,5768,4350,0,0,133512,102571,0,16968,0,270,0,8606,5097,0,0,Chiricahua,,Chiricahua,,شيريكاوا,,Chiricahuas,Чирикауа (племя),,,,,,,,20483.25,9015.0,22434.75,13752.0,66756.0,29261.785714285717,15025.0,22434.75,19252.8,66756.0,24097.941176470587,11268.75,22434.75,16044.0,66756.0
Q2276599,Shakopee Mdewakanton Sioux Community,7,2,1,4,3,1,1,1,1,3,2,2,5.0,8,15,83834,83471,0,0,0,0,0,363,0,0,0,17063,16998,0,0,0,0,0,65,0,0,0,19035,18918,0,0,0,0,0,117,0,0,0,23199,23104,0,0,0,0,0,95,0,0,0,24537,24451,0,0,0,0,0,86,0,0,0,Shakopee Mdewakanton Sioux Community,,,,,,Communauté de Shakopee Mdewakanton Sioux,,,,,,,,,5239.625,2132.875,3807.0,11599.5,6134.25,13972.333333333334,8531.5,9517.5,11599.5,8179.0,9314.888888888889,5687.666666666667,4758.75,11599.5,8179.0
Q668,India,606,126,129,1198,86,60,260,99,80,241,97,86,325.0,408,2305,68704270,46452357,2096721,4710848,4278265,1676594,1192539,2471697,3995195,1680365,149689,17014197,11256768,445367,1235317,1187115,452235,272674,664647,1018116,449531,32427,17104252,11480710,495457,1197366,1098846,413843,317434,611260,1021367,426228,41741,16731289,11153300,540775,1242583,993038,418525,317648,607387,970176,448589,39268,17854532,12561579,615122,1035582,999266,391991,284783,588403,985536,356017,36253,India,印度,India,भारत,الهند,ভারত,Inde,Индия,Índia,بھارت,0.645,69.7,12.2,6.5,6681.0,29793.69904596704,28029.978583196047,14265.43119266055,64104.55555555556,73779.05785123968,210749.2944785276,130878.43846153846,280397.5737704918,206559.1234567901,205224.50574712644,167981.10024449878,133970.05511811023,196600.59770114944,167312.89,182189.10204081636
Q784,Dominica,244,69,54,479,43,30,120,63,48,66,46,33,153.0,221,909,5162560,3153938,127673,598726,7626,239081,8176,580047,319428,125462,2403,1324313,814530,27097,151864,1260,66167,2956,139695,86870,33195,679,1351871,811831,30378,162954,1621,56066,1638,164237,88137,34227,782,1154375,693475,32568,138532,1261,54481,1967,131484,70063,30055,489,1332001,834102,37630,145376,3484,62367,1615,144631,74358,27985,453,Dominica,多米尼克,Dominica,डोमिनिका,دومينيكا,ডোমিনিকা,Dominique (pays),Доминика,Dominica,ڈومینیکا,0.742,78.2,13.0,8.1,11884.0,5673.142857142857,5405.3591836734695,2816.397916666667,9540.289256198346,19880.611940298502,33523.11688311688,24078.418181818182,43608.74193548387,23558.673469387755,39176.5,23254.77477477477,18918.757142857143,30724.340909090908,18037.109375,28340.44680851064
Q805,Yemen,372,87,73,437,59,41,167,60,51,88,59,51,190.0,265,1064,12184519,6665142,418190,1132051,79273,1530721,62377,804055,1112186,361943,18581,3174820,1760193,91125,303746,17692,349844,12393,244623,293447,97224,4533,2883123,1541279,100538,272789,19666,372043,14988,191862,273912,91581,4465,3081975,1709600,102056,305015,22458,381246,18771,189042,260238,88415,5134,3044601,1654070,124471,250501,19457,427588,16225,178528,284589,84723,4449,Yemen,也门,Yemen,यमन,اليمن,ইয়েমেন,Yémen,Йемен,Iémen,یمن,0.47,66.1,8.8,3.2,1594.0,11440.86291079812,8511.581769436998,6582.472602739726,18345.089285714286,34209.0,63793.29319371728,42902.97297297297,68645.78571428571,59268.75,58550.019230769234,45806.46240601504,36077.5,48052.05,50524.18032786885,50743.35
Q57047524,Chickahominy Tribe,19,3,1,0,0,0,1,1,0,0,0,0,1.0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q711,Mongolia,426,79,63,466,62,43,187,84,70,96,64,52,207.0,289,1175,16391657,8583036,1443349,1660357,148025,536619,66495,883526,2519136,534936,16178,3896190,2087080,304812,382270,32144,120190,14783,198789,621238,131926,2958,3938841,2025563,358669,386808,32478,125008,13255,218172,642573,132700,3615,4506843,2346429,391457,515049,45967,159381,19736,257399,612022,153673,5730,4049783,2123964,388411,376230,37436,132040,18721,209166,643303,116637,3875,Mongolia,蒙古国,Mongolia,मंगोलिया,منغوليا,মঙ্গোলিয়া,Mongolie,Монголия,Mongólia,منگولیا,0.737,69.9,14.2,10.3,10839.0,13938.483843537417,9124.56674473068,8434.34903640257,23972.56914893617,41750.34020618557,78806.04326923077,60877.96875,89519.11363636363,63476.66197183099,76411.0,56522.95517241379,48702.375,62521.28571428572,53021.68235294118,62304.35384615385
Q916,Angola,444,77,60,501,65,50,191,75,50,89,57,48,185.0,274,1225,10331859,5013739,258862,1073501,25917,256448,14563,803641,815047,2067278,2863,2848172,1250393,58280,275301,5289,58994,4784,196756,211021,786620,734,2526979,1231285,62848,271521,6318,63663,3325,206803,202952,477417,847,2529363,1303604,61877,273533,6353,61138,3531,210000,197983,410605,739,2427345,1228457,75857,253146,7957,72653,2923,190082,203091,392636,543,Angola,安哥拉,Angola,अंगोला,أنغولا,অ্যাঙ্গোলা,Angola,Ангола,Angola,انگولہ,0.581,61.2,11.8,5.2,6104.0,8427.2911908646,6400.386516853932,5033.822709163346,13173.765625,26970.5,55547.62903225807,46691.34426229508,49548.60784313725,49595.35294117647,49537.65306122449,37570.39636363636,36515.02564102564,38287.56060606061,33281.09210526316,41850.77586206896
Q836,Myanmar,343,94,79,642,69,48,184,68,60,154,82,73,241.0,313,1323,21777135,13403719,1718356,1936663,365926,550457,179637,1318042,1690354,601402,12579,4728354,2970334,303798,413586,71971,100208,11265,309248,402159,142946,2839,4612050,2823848,354733,401311,89432,111965,46578,313806,356551,110411,3415,4438579,2774886,311091,396793,90389,126950,51432,267274,304653,112168,2943,7998152,4834651,748734,724973,114134,211334,70362,427714,626991,235877,3382,Myanmar,缅甸,Birmania,म्यान्मार,ميانمار,মিয়ানমার,Birmanie,Мьянма,Myanmar,میانمار,0.583,67.1,10.7,5.0,4961.0,16447.987160120847,13745.21511627907,7172.706065318818,23992.31891891892,51600.98064516129,89988.16115702479,59104.425,94123.4693877551,72763.59016393442,108083.13513513512,69353.9331210191,49772.14736842105,65886.42857142857,64327.23188405797,96363.27710843371
Q801,Israel,677,105,70,696,77,53,186,90,80,161,92,79,245.0,364,1720,42858416,22724621,2271673,4578700,509972,2583507,309967,2757960,5066200,1995061,60755,10410922,5445250,477214,1245101,96337,491405,43047,667421,1347423,584988,12736,9561310,5129181,487761,981941,114019,519428,53956,581740,1186734,493076,13474,9514056,4969566,469879,1043912,110890,711179,67784,631759,1083565,408213,17309,13372128,7180624,836819,1307746,188726,861495,145180,877040,1448478,508784,17236,Israel,以色列,Israel,इज़राइल,إسرائيل,ইসরায়েল,Israël,Израиль,Israel,اسرائیل,0.919,83.0,16.2,13.0,40187.0,24903.205113306216,15355.342182890856,13717.80487804878,50877.30481283423,82544.0,174221.20325203252,146632.70422535212,177061.2962962963,117457.48148148147,167151.6,117420.31780821916,98216.24528301888,122580.89743589744,104550.06593406592,143786.32258064515
Q1750007,Maricopa people,3,3,0,4,2,2,4,4,3,5,5,3,8.0,14,16,66498,58508,0,5571,0,0,0,766,1653,0,0,13161,11196,0,1104,0,0,0,155,706,0,0,14190,12463,0,1121,0,0,0,196,410,0,0,20966,18529,0,1916,0,0,0,220,301,0,0,18181,16320,0,1430,0,0,0,195,236,0,0,Maricopa people,,Maricopa,,,,Maricopas,Марикопа (народ),,,,,,,,3911.647058823529,3290.25,2838.0,4193.2,3030.1666666666665,7388.666666666667,13161.0,4730.0,5241.5,4545.25,4433.2,3290.25,4730.0,4193.2,3030.1666666666665
Q104813213,Snohomish Tribe of Indians,0,0,0,0,0,0,0,0,0,15,3,1,1.0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
